id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
778,4.85,2.12,21557,21860,304,Car,2,400.83,32.11,33.79,33.09,-1.00,-1.00,-1.00,1
779,12.03,2.50,21562,22003,442,Truck,2,406.88,22.35,23.67,23.07,40.22,1.80,-1.00,0
780,4.85,2.12,21574,21844,271,Car,1,407.00,37.29,38.19,37.71,75.69,2.02,38.45,0
781,3.74,1.72,21598,21911,314,Car,2,402.07,31.19,32.82,32.13,49.06,1.57,-1.00,0
782,4.85,2.02,21610,21885,276,Car,1,406.67,35.59,39.12,36.99,48.55,1.26,53.23,0
783,4.75,1.92,21655,22094,440,Car,2,408.60,22.97,23.84,23.28,80.18,3.44,204.47,0
784,4.55,1.82,21674,21971,298,Car,2,407.81,33.80,34.65,34.35,72.35,2.09,39.55,0
785,15.97,2.50,21679,22116,438,Truck,1,404.57,22.89,23.34,23.15,61.32,2.66,-1.00,0
786,4.95,2.02,21703,21964,262,Car,1,404.69,38.09,39.23,38.79,116.86,3.02,37.59,0
787,5.15,2.12,21714,22152,439,Car,2,408.27,22.91,24.06,23.31,48.37,2.08,433.16,0
788,5.15,2.22,21729,21988,260,Car,1,403.25,37.82,39.53,38.94,30.41,0.79,75.91,0
789,4.85,2.22,21741,21998,258,Car,1,396.86,38.12,39.15,38.64,16.34,0.42,3.26,2
790,6.67,2.50,21790,22177,388,Truck,1,405.06,25.60,27.21,26.18,56.62,2.20,20.58,0
791,4.85,2.02,21798,22246,449,Car,2,407.95,22.27,23.61,22.77,72.69,3.19,-1.00,0
792,4.75,2.02,21840,22212,373,Car,2,407.57,26.03,29.78,27.40,3.77,0.14,0.90,1
793,4.04,1.82,21843,22125,283,Car,1,399.35,35.17,35.96,35.42,153.88,4.28,-1.00,0
794,4.75,2.02,21857,22166,310,Car,2,407.24,31.87,33.44,32.96,245.06,7.69,-1.00,0
795,4.45,1.92,21961,22288,328,Car,2,407.95,26.24,33.00,31.21,41.13,1.47,7.40,0
796,4.55,2.02,21964,22241,278,Car,2,408.73,32.59,39.46,36.91,32.49,0.97,6.28,0
797,4.55,1.92,21978,22269,292,Car,2,406.06,34.00,35.37,34.91,15.83,0.46,17.34,0
798,4.35,1.92,21987,22307,321,Car,1,405.93,31.19,32.74,31.73,157.90,5.02,27.17,1
799,16.78,2.50,22008,22424,417,Truck,1,384.45,22.90,23.26,23.11,23.08,0.99,-1.00,0
800,4.04,1.92,22011,22296,286,Car,1,407.08,33.44,37.18,35.73,26.72,0.78,16.00,0
801,4.55,1.92,22014,22303,290,Car,2,406.19,31.85,36.36,35.15,38.24,1.07,23.44,1
802,14.25,2.50,22060,22496,437,Truck,1,404.22,22.05,23.69,23.19,30.02,1.30,63.23,0
803,16.78,2.50,22133,22551,419,Truck,1,385.05,22.59,23.56,23.03,51.35,2.19,63.90,0
804,3.74,1.92,22165,22513,349,Car,1,406.73,28.54,29.89,29.23,209.17,7.00,-1.00,0
805,6.37,2.63,22185,22531,347,Car,1,407.32,28.80,30.26,29.44,13.59,0.47,28.63,0
806,16.98,2.50,22213,22662,450,Truck,1,404.39,22.29,23.14,22.53,57.91,2.58,-1.00,0
807,4.35,1.92,22214,22555,342,Car,1,407.20,28.78,30.73,29.87,24.06,0.83,23.88,0
808,4.95,2.02,22216,22552,337,Car,2,408.21,29.71,31.74,30.38,286.66,9.04,-1.00,0
809,4.95,1.92,22255,22606,352,Car,1,408.12,28.97,29.18,29.08,44.34,1.53,272.17,0
810,4.55,1.92,22273,22625,353,Car,2,407.07,28.37,29.86,28.93,385.61,13.56,176.48,0
811,5.05,2.22,22279,22630,352,Car,1,406.40,28.85,29.12,28.95,21.01,0.72,760.37,0
812,9.10,2.50,22295,22735,441,Truck,1,404.95,22.88,23.12,23.02,57.51,2.51,74.84,0
813,4.75,2.02,22304,22647,344,Car,2,407.28,28.56,31.24,29.70,18.57,0.64,10.81,1
814,4.85,2.02,22316,22651,336,Car,1,407.51,29.86,31.77,30.42,21.38,0.71,13.94,0
815,4.85,2.22,22341,22678,338,Car,1,408.05,29.10,31.82,30.29,23.78,0.78,27.42,0
816,3.84,1.82,22370,22649,280,Car,2,407.38,34.99,37.82,36.52,75.75,2.15,16.32,0
817,4.65,1.92,22376,22713,338,Car,1,403.89,28.54,31.29,29.98,31.76,1.07,26.67,0
818,4.75,1.92,22391,22667,277,Car,2,407.59,34.95,37.84,36.94,22.12,0.58,57.46,0
819,4.95,2.02,22392,22727,336,Car,1,408.00,28.88,31.44,30.46,11.06,0.36,5.72,0
820,4.35,2.02,22410,22747,338,Car,1,404.77,28.42,31.30,30.03,13.67,0.48,34.15,0
821,4.95,2.12,22412,22686,275,Car,2,408.70,34.48,39.79,37.31,23.97,0.61,13.25,0
822,5.15,2.12,22427,22708,282,Car,2,409.23,34.60,39.01,36.43,15.77,0.45,71.20,0
823,4.65,2.22,22467,22776,310,Car,1,406.56,30.93,35.82,32.90,31.72,1.01,8.74,0
824,9.70,2.50,22471,22868,398,Truck,1,391.65,23.77,25.04,24.67,132.30,5.34,67.29,0
825,4.14,2.02,22507,22781,275,Car,2,400.78,35.76,37.87,36.59,195.47,5.35,25.37,0
826,4.65,2.12,22515,22752,238,Car,2,407.02,41.90,43.76,42.96,72.84,1.68,15.97,0
827,13.54,2.73,22523,22934,412,Car,1,406.24,24.08,25.00,24.72,37.18,1.51,38.69,0
828,4.75,2.02,22561,22852,292,Car,1,406.48,33.61,35.58,34.94,98.75,2.85,27.08,0
829,4.45,2.02,22589,22904,316,Car,2,407.05,31.54,33.01,32.32,118.12,3.74,-1.00,0
830,8.39,2.12,22666,23054,389,Car,1,406.56,25.65,27.00,26.21,114.27,4.42,57.24,0
831,5.76,2.12,22685,22989,305,Car,2,408.68,33.17,34.07,33.63,109.30,3.22,112.38,0
832,4.04,1.92,22724,23096,373,Car,1,405.94,25.80,29.27,27.29,39.27,1.52,22.24,0
833,4.65,2.32,22750,23033,284,Car,1,407.46,35.55,36.54,36.01,253.45,7.00,97.09,0
834,4.55,1.92,22816,23114,299,Car,2,408.11,33.36,35.42,34.26,169.22,4.91,355.04,1
835,5.05,2.02,22834,23152,319,Car,1,399.44,31.04,31.75,31.42,72.89,2.34,13.91,0
836,5.15,2.12,22843,23118,276,Car,2,407.96,35.40,38.07,37.11,30.02,0.84,15.29,0
837,16.88,2.50,22845,23258,414,Truck,2,407.30,24.18,25.21,24.67,9.92,0.39,-1.00,0
838,4.55,1.82,22863,23143,281,Car,2,405.87,34.69,37.71,36.26,22.14,0.64,-1.00,0
839,5.10,2.32,22866,23211,346,Car,2,400.58,25.99,30.43,29.04,12.33,0.45,4.55,2
840,5.05,2.02,22927,23221,295,Car,2,408.42,33.48,36.17,34.75,12.30,0.36,3.20,0
841,4.85,2.02,22984,23255,272,Car,2,408.60,36.86,39.08,37.72,45.93,1.21,15.92,0
842,5.05,2.02,22985,23286,302,Car,2,401.61,31.92,34.95,33.38,38.90,1.21,6.63,1
843,4.35,1.92,23022,23301,280,Car,1,407.12,34.48,37.35,36.50,202.16,5.47,34.09,0
844,4.85,2.02,23166,23424,259,Car,2,408.12,38.89,40.93,39.57,208.29,5.30,31.58,0
845,16.78,2.50,23238,23651,414,Truck,1,405.29,24.23,24.81,24.54,46.13,1.89,-1.00,0
846,5.15,2.32,23282,23675,394,Car,1,404.87,23.97,27.36,25.76,16.87,0.69,11.91,0
847,6.06,2.43,23285,23616,332,Car,2,407.25,29.79,31.30,30.77,-1.00,-1.00,-1.00,0
848,4.65,2.17,23323,23566,244,Car,1,397.69,40.32,41.34,40.93,-1.00,-1.00,-1.00,1
849,4.65,1.92,23371,23678,308,Car,1,409.36,32.72,33.64,33.35,53.54,1.59,6.80,1
850,4.45,2.02,23510,23756,247,Car,2,408.76,41.24,42.26,41.57,229.59,5.54,22.24,0
851,4.65,1.92,23629,23922,294,Car,1,406.04,34.38,34.97,34.66,333.93,9.55,149.85,1
852,14.35,2.50,23632,24072,441,Truck,1,404.46,22.85,23.10,22.99,27.05,1.17,-1.00,0
853,16.98,2.50,23658,24075,418,Truck,2,407.89,23.71,24.94,24.46,227.21,9.58,-1.00,0
854,4.35,1.92,23691,24020,330,Car,1,399.54,29.99,30.99,30.37,82.93,2.76,-1.00,0
855,17.89,2.50,23707,24148,442,Truck,1,405.11,22.75,23.29,22.98,51.61,2.23,249.00,0
856,4.55,1.92,23717,24049,333,Car,1,407.86,30.26,31.29,30.73,24.48,0.78,23.27,0
857,4.65,2.02,23743,24050,308,Car,2,400.22,31.56,33.62,32.61,-1.00,-1.00,-1.00,0
858,3.64,1.92,23747,24074,328,Car,1,404.21,29.96,32.25,30.92,24.05,0.78,16.08,0
859,3.84,1.82,23759,24076,318,Car,2,409.56,31.45,32.84,32.32,17.68,0.56,-1.00,0
860,5.05,2.12,23782,24101,320,Car,1,407.64,30.45,35.11,31.96,26.25,0.85,13.88,0
861,3.74,2.12,23788,24087,300,Car,2,401.40,33.26,33.90,33.58,16.78,0.50,12.02,0
862,3.94,1.92,23844,24185,342,Car,1,403.57,29.19,29.91,29.60,39.45,1.35,6.23,0
863,3.74,2.12,23853,24141,289,Car,1,407.35,33.88,36.37,35.37,51.36,1.50,13.21,0
864,13.74,2.50,23853,24310,458,Truck,2,407.50,21.81,22.74,22.30,17.52,0.79,-1.00,0
865,4.55,2.02,23858,24196,339,Car,2,408.38,29.43,30.97,30.22,91.18,3.09,25.92,1
866,4.45,1.92,23878,24182,305,Car,2,409.44,29.84,36.51,33.69,15.15,0.47,6.69,0
867,12.03,2.50,23885,24292,408,Truck,1,390.42,23.75,24.17,23.99,38.19,1.59,-1.00,0
868,16.98,2.50,23940,24393,454,Truck,2,407.24,22.01,22.98,22.48,59.09,2.60,398.39,0
869,4.75,1.92,23944,24254,311,Car,2,401.39,32.26,32.55,32.38,74.41,2.30,62.65,0
870,4.55,1.92,23972,24376,405,Car,2,409.08,21.85,30.28,25.32,17.39,0.67,5.40,1
871,11.32,2.83,23982,24422,441,Car,1,405.80,22.83,23.26,23.07,81.91,3.52,-1.00,0
872,5.86,2.53,24017,24461,445,Car,1,407.54,22.26,23.24,22.95,27.71,1.24,174.36,0
873,4.75,2.12,24027,24321,295,Car,2,409.21,34.07,35.09,34.82,81.51,2.33,30.96,0
874,4.75,2.02,24042,24369,328,Car,1,407.38,30.96,31.49,31.16,266.22,8.55,-1.00,0
875,4.45,2.22,24069,24395,327,Car,1,405.35,30.44,32.05,31.09,26.93,0.88,40.22,0
876,8.08,2.50,24075,24533,459,Truck,1,405.59,21.67,22.78,22.14,42.71,1.87,623.22,0
877,4.04,1.92,24116,24445,330,Car,1,407.21,30.31,31.96,30.96,54.26,1.74,36.97,0
878,9.70,2.50,24137,24577,441,Truck,1,405.65,22.38,24.10,23.06,29.49,1.30,29.79,0
879,5.66,2.43,24154,24488,335,Car,2,408.90,30.14,30.80,30.62,110.45,3.59,14.20,0
880,3.94,1.82,24171,24471,301,Car,1,407.44,31.62,35.35,33.97,28.33,0.88,10.15,0
881,4.35,1.92,24184,24535,352,Car,2,408.80,28.96,29.49,29.12,31.63,1.07,-1.00,0
882,16.78,2.50,24214,24649,436,Truck,1,405.74,22.71,23.74,23.32,48.68,2.13,40.98,0
883,3.89,1.82,24217,24517,301,Car,1,405.24,33.38,34.05,33.78,57.32,1.71,30.79,0
884,4.95,2.02,24217,24576,360,Car,2,409.61,28.03,29.36,28.52,33.92,1.16,72.31,1
885,4.85,2.12,24244,24598,355,Car,1,400.42,24.48,29.42,28.27,16.46,0.60,4.43,1
886,3.84,1.92,24246,24540,295,Car,1,408.09,34.17,35.49,34.72,28.14,0.82,25.64,0
887,16.57,2.50,24247,24669,423,Truck,2,406.79,23.10,24.77,24.10,17.34,0.75,-1.00,0
888,4.45,1.92,24303,24636,334,Car,1,405.45,29.91,31.00,30.45,36.01,1.16,14.48,1
889,3.64,1.92,24384,24745,362,Car,1,407.85,27.56,28.85,28.26,102.01,3.65,19.59,0
890,4.04,1.82,24403,24683,281,Car,2,409.24,35.60,37.41,36.56,63.52,1.72,5.16,1
891,4.95,2.02,24487,24762,276,Car,2,408.60,35.69,38.30,37.16,108.97,2.91,143.36,0
892,6.77,2.43,24487,24811,325,Car,2,408.12,30.22,31.89,31.50,113.72,3.76,24.45,0
893,4.35,1.92,24536,24841,306,Car,2,402.51,32.29,34.11,33.01,42.49,1.26,21.34,0
894,5.05,2.02,24546,24817,272,Car,2,408.47,37.26,37.89,37.71,78.24,2.07,36.79,0
895,3.94,1.92,24569,24842,274,Car,2,408.30,36.51,38.02,37.41,31.08,0.83,144.24,0
896,4.85,2.12,24585,24850,266,Car,1,406.34,37.63,38.90,38.36,154.09,4.02,14.38,0
897,4.85,2.02,24607,24915,309,Car,1,408.37,32.98,33.39,33.16,31.31,0.93,-1.00,0
898,4.95,2.02,24609,24888,280,Car,2,407.84,36.17,37.06,36.56,54.11,1.49,133.17,0
899,4.24,1.92,24611,24948,338,Car,2,410.34,29.45,31.23,30.45,94.16,3.19,-1.00,0
900,4.75,2.02,24637,24922,286,Car,2,409.41,35.18,36.22,35.94,35.99,1.02,-1.00,0
901,4.95,2.02,24671,24948,278,Car,2,409.22,36.07,37.41,36.96,33.14,0.91,25.60,0
902,4.95,2.12,24692,24984,293,Car,1,404.48,33.55,36.09,34.64,88.35,2.61,34.03,0
903,4.95,2.02,24711,24970,260,Car,2,409.20,38.38,40.15,39.52,31.08,0.77,7.71,0
904,4.95,2.12,24722,24983,262,Car,2,401.29,37.90,39.65,38.46,57.37,1.49,7.92,0
905,8.39,2.50,24838,25228,391,Truck,1,392.98,24.71,25.45,25.20,23.18,0.91,-1.00,0
906,6.06,2.63,24846,25145,300,Car,1,404.05,31.96,34.93,33.81,207.53,6.03,199.48,1
907,4.35,2.12,24925,25268,344,Car,1,404.93,26.41,32.74,29.52,26.94,0.99,9.81,0
908,4.75,2.43,24935,25177,243,Car,1,406.29,41.34,43.09,41.99,114.91,2.67,13.68,0
909,16.78,2.50,24947,25278,332,Truck,2,332.49,24.49,25.48,25.12,328.95,13.43,-1.00,0
910,4.14,1.92,24957,25214,258,Car,1,406.86,39.31,40.25,39.60,35.88,0.89,-1.00,0
911,4.85,2.02,24973,25231,259,Car,1,405.32,38.56,40.32,39.30,16.93,0.43,24.56,0
912,11.93,2.50,25066,25288,223,Truck,2,216.32,23.80,24.91,24.37,105.78,4.44,-1.00,0
913,4.04,1.82,25156,25288,133,Car,2,188.83,35.32,36.10,35.81,-1.00,-1.00,-1.00,0
914,17.38,2.50,25159,25288,130,Truck,2,124.57,23.79,24.35,24.16,71.55,2.99,-1.00,0
